"rank","priority_score","priority_reasons","image_id","resolved_image","source","expected_target","expected_crop","expected_part","expected_class","actual_status","predicted_crop","predicted_part","predicted_disease","prototype_target","prototype_class_label","prototype_similarity","prototype_margin","reconcile_reason","failure_bucket","pass_fail","review_decision","corrected_crop","corrected_part","corrected_class","prototype_quality","adapter_training_quality","review_notes"
"125","380","focus_target|negative_prototype_too_close|low_prototype_margin","demo_547","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_547_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_547_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_gray_mold_fruit","0.50501978","0.00214019","negative_prototype_too_close","","pass","add_prototype_hard_negative","strawberry","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"126","380","focus_target|negative_prototype_too_close|low_prototype_margin","demo_548","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_548_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_548_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","","router_uncertain","strawberry","leaf","","strawberry__leaf","strawberry_leaf_spot_leaf","0.53002903","0.01126198","negative_prototype_too_close","","pass","add_prototype_hard_negative","strawberry","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"127","380","focus_target|negative_prototype_too_close|low_prototype_margin","demo_550","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_550_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_550_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","","router_uncertain","strawberry","leaf","","strawberry__leaf","strawberry_leaf_spot_leaf","0.52347309","0.00639553","negative_prototype_too_close","","pass","add_prototype_hard_negative","strawberry","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"128","380","focus_target|negative_prototype_too_close|low_prototype_margin","demo_551","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_551_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_551_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_gray_mold_fruit","0.50450446","0.00272085","negative_prototype_too_close","","pass","add_prototype_hard_negative","strawberry","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"129","380","focus_target|negative_prototype_too_close|low_prototype_margin","demo_552","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_552_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_552_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_gray_mold_fruit","0.51446857","0.00907342","negative_prototype_too_close","","pass","add_prototype_hard_negative","strawberry","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"130","380","focus_target|negative_prototype_too_close|low_prototype_margin","demo_553","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_553_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_553_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","","router_uncertain","strawberry","leaf","","strawberry__leaf","strawberry_leaf_spot_leaf","0.52276666","0.00691162","negative_prototype_too_close","","pass","add_prototype_hard_negative","strawberry","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"131","380","focus_target|negative_prototype_too_close|low_prototype_margin","demo_554","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_554_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_554_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","","router_uncertain","strawberry","leaf","","strawberry__fruit","strawberry_gray_mold_fruit","0.53700652","0.00563649","negative_prototype_too_close","","pass","add_prototype_hard_negative","strawberry","fruit","","hard_negative_classless_probe","not_selected","Classless supported probe; not used as disease positive. Keep as hard negative/boundary example."
"132","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_114","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_114_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_114_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_çiçek_monilyası_meyve_40","success","apricot","fruit","kayısıda_çiçek_monilyası_meyve_40","apricot__fruit","kayısıda_çiçek_monilyası_meyve_40","0.56593758","0.03542319","prototype_overrode_untrusted_router_handoff","","pass","keep","apricot","fruit","kayısıda_çiçek_monilyası_meyve_40","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"133","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_169","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_169_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_169_apricot_fruit.jpg","apricot__fruit","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","success","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","apricot__fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","0.6198064","0.03336677","prototype_overrode_untrusted_router_handoff","","pass","keep","apricot","fruit","kayısıda_yaprak_delen_çil_hastalığı_meyve_128","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"134","360","focus_target|prototype_policy_not_calibrated","demo_586","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_586_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_586_apricot_fruit.jpg","apricot__fruit","apricot","fruit","","unknown_crop","plum","unknown","","apricot__fruit","kayısı_sağlıklı_meyve_800","0.6413291","0.08791746","prototype_policy_not_calibrated","","pass","exclude_ambiguous","apricot","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"135","360","focus_target|prototype_policy_not_calibrated","demo_591","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_591_apricot_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_591_apricot_fruit.jpg","apricot__fruit","apricot","fruit","","unknown_crop","plum","unknown","","apricot__fruit","kayısı_sağlıklı_meyve_800","0.65033462","0.08957763","prototype_policy_not_calibrated","","pass","exclude_ambiguous","apricot","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"136","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_009","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_009_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_009_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_anthracnose_fruit","success","strawberry","fruit","strawberry_anthracnose_fruit","strawberry__fruit","strawberry_healthy_fruit","0.59685189","0.03996753","prototype_overrode_untrusted_router_handoff","","pass","keep","strawberry","fruit","strawberry_anthracnose_fruit","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"137","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_012","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_012_strawberry_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_012_strawberry_fruit.jpg","strawberry__fruit","strawberry","fruit","strawberry_anthracnose_fruit","success","strawberry","fruit","strawberry_anthracnose_fruit","strawberry__fruit","strawberry_healthy_fruit","0.58909051","0.0388459","prototype_overrode_untrusted_router_handoff","","pass","keep","strawberry","fruit","strawberry_anthracnose_fruit","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"138","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_054","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_054_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_054_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_bacterial_spot_and_speck_meyve","success","tomato","fruit","domates_bacterial_spot_and_speck_meyve","tomato__fruit","domates_late_blight_meyve","0.62492121","0.03876197","prototype_overrode_untrusted_router_handoff","","pass","keep","tomato","fruit","domates_bacterial_spot_and_speck_meyve","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"139","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_365","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_365_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_365_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_bacterial_spot_and_speck_meyve","success","tomato","fruit","domates_bacterial_spot_and_speck_meyve","tomato__fruit","domates_bacterial_spot_and_speck_meyve","0.62032254","0.03888309","prototype_overrode_untrusted_router_handoff","","pass","keep","tomato","fruit","domates_bacterial_spot_and_speck_meyve","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"140","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_367","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_367_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_367_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_bacterial_spot_and_speck_meyve","success","tomato","fruit","domates_bacterial_spot_and_speck_meyve","tomato__fruit","domates_bacterial_spot_and_speck_meyve","0.62371356","0.03513479","prototype_overrode_untrusted_router_handoff","","pass","keep","tomato","fruit","domates_bacterial_spot_and_speck_meyve","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"141","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_380","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_380_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_380_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_gray_mold_meyve","success","tomato","fruit","domates_gray_mold_meyve","tomato__fruit","domates_gray_mold_meyve","0.64329029","0.03142991","prototype_overrode_untrusted_router_handoff","","pass","keep","tomato","fruit","domates_gray_mold_meyve","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"142","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_382","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_382_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_382_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_gray_mold_meyve","success","tomato","fruit","domates_gray_mold_meyve","tomato__fruit","domates_gray_mold_meyve","0.64088011","0.03548651","prototype_overrode_untrusted_router_handoff","","pass","keep","tomato","fruit","domates_gray_mold_meyve","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"143","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_385","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_385_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_385_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_gray_mold_meyve","success","tomato","fruit","domates_gray_mold_meyve","tomato__fruit","domates_gray_mold_meyve","0.6385143","0.03304098","prototype_overrode_untrusted_router_handoff","","pass","keep","tomato","fruit","domates_gray_mold_meyve","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"144","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_404","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_404_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_404_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_spotted_wilt_meyve","success","tomato","fruit","domates_spotted_wilt_meyve","tomato__fruit","domates_spotted_wilt_meyve","0.6206523","0.03261856","prototype_overrode_untrusted_router_handoff","","pass","keep","tomato","fruit","domates_spotted_wilt_meyve","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"145","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_408","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_408_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_408_tomato_fruit.jpg","tomato__fruit","tomato","fruit","domates_spotted_wilt_meyve","success","tomato","fruit","domates_spotted_wilt_meyve","tomato__fruit","domates_spotted_wilt_meyve","0.60023551","0.03084868","prototype_overrode_untrusted_router_handoff","","pass","keep","tomato","fruit","domates_spotted_wilt_meyve","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
"146","360","focus_target|prototype_policy_not_calibrated","demo_528","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_528_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_528_tomato_fruit.jpg","tomato__fruit","tomato","fruit","","router_uncertain","tomato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.65961627","0.09732092","prototype_policy_not_calibrated","","pass","exclude_ambiguous","tomato","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"147","360","focus_target|prototype_policy_not_calibrated","demo_529","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_529_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_529_tomato_fruit.jpg","tomato__fruit","tomato","fruit","","router_uncertain","tomato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.60611153","0.04593975","prototype_policy_not_calibrated","","pass","exclude_ambiguous","tomato","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"148","360","focus_target|prototype_policy_not_calibrated","demo_532","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_532_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_532_tomato_fruit.jpg","tomato__fruit","tomato","fruit","","router_uncertain","tomato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.70203457","0.11510867","prototype_policy_not_calibrated","","pass","exclude_ambiguous","tomato","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"149","360","focus_target|prototype_policy_not_calibrated","demo_534","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_534_tomato_fruit.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_534_tomato_fruit.jpg","tomato__fruit","tomato","fruit","","router_uncertain","tomato","leaf","","tomato__fruit","domates_sağlıklı_meyve","0.60468236","0.04038341","prototype_policy_not_calibrated","","pass","exclude_ambiguous","tomato","fruit","","classless_probe_excluded_from_disease_positive","not_selected","Classless supported probe; excluded from disease-class prototype/adaptor positives."
"150","360","focus_target|prototype_overrode_untrusted_router_handoff|low_prototype_margin","demo_460","/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_460_tomato_leaf.jpg","staged_external:docs/demo_assets/m2_full_image_set/images/demo_460_tomato_leaf.jpg","tomato__leaf","tomato","leaf","domates_powdery_mildew_yaprak","success","tomato","leaf","domates_powdery_mildew_yaprak","tomato__leaf","domates_powdery_mildew_yaprak","0.59499029","0.03160699","prototype_overrode_untrusted_router_handoff","","pass","keep","tomato","leaf","domates_powdery_mildew_yaprak","not_selected","not_selected","Conservative automated review from M2 hard-example packet; no source files mutated."
