image_id,source,expected_target,expected_behavior,notes,disease_class
demo_145,local_test_pool:data/prepared_runtime_datasets/apricot__fruit/test/kayısıda_çiçek_monilyası_meyve_40/Kaysıda Çiçek Monilyası 119.JPG,apricot__fruit,known supported disease class: kayısıda_çiçek_monilyası_meyve_40; disease answer or review expected,supported disease coverage for apricot__fruit; split=test,kayısıda_çiçek_monilyası_meyve_40
demo_410,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_late_blight_meyve/Kaggle_train_buck21_jpg.rf.5c521583815e9ac0bc2e2a8b98ce0e01.jpg,tomato__fruit,known supported disease class: domates_late_blight_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_late_blight_meyve
demo_411,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_late_blight_meyve/Kaggle_train_buck23_jpg.rf.7d2f18bf40f2f73186620e559986cb93.jpg,tomato__fruit,known supported disease class: domates_late_blight_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_late_blight_meyve
demo_412,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_late_blight_meyve/Kaggle_train_buck2_jpg.rf.be8bd16e5d71f21893d60e89b288300a.jpg,tomato__fruit,known supported disease class: domates_late_blight_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_late_blight_meyve
demo_413,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_late_blight_meyve/Kaggle_train_L_blight_29_zoom_5_jpg.rf.0454084d62d8bc7991a2fe315542e1f7.jpg,tomato__fruit,known supported disease class: domates_late_blight_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_late_blight_meyve
demo_414,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_late_blight_meyve/Kaggle_train_L_blight_3-Copy_jpg.rf.2ed0d6056933b9aa53033d09fc03f18c.jpg,tomato__fruit,known supported disease class: domates_late_blight_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_late_blight_meyve
demo_415,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_spotted_wilt_meyve/Kaggle_train_spot10-Copy-2-_jpg.rf.5d46b7e6ba93ae443458d036e27df4fd.jpg,tomato__fruit,known supported disease class: domates_spotted_wilt_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_spotted_wilt_meyve
demo_416,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_spotted_wilt_meyve/Kaggle_train_spot21-Copy-2-_jpg.rf.a58777657e6c00e2598207aaa0cca4b9.jpg,tomato__fruit,known supported disease class: domates_spotted_wilt_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_spotted_wilt_meyve
demo_417,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_spotted_wilt_meyve/Kaggle_train_spot25-Copy-2-_jpg.rf.15c91668c7f559c22c7c440c845133cf.jpg,tomato__fruit,known supported disease class: domates_spotted_wilt_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_spotted_wilt_meyve
demo_418,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/test/domates_spotted_wilt_meyve/Kaggle_train_spot8-Copy-2-_jpg.rf.15c0fa2610b7f2f1e06367f1aa9b08d0.jpg,tomato__fruit,known supported disease class: domates_spotted_wilt_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=test,domates_spotted_wilt_meyve
demo_419,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/val/domates_spotted_wilt_meyve/Kaggle_train_spot1-Copy-2-_jpg.rf.2ffce89273e6ddf4f641700a1a90aa49.jpg,tomato__fruit,known supported disease class: domates_spotted_wilt_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=val,domates_spotted_wilt_meyve
demo_420,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/val/domates_spotted_wilt_meyve/Kaggle_train_spot23-Copy-2-_jpg.rf.d50952dd900d457549fc8970569bc504.jpg,tomato__fruit,known supported disease class: domates_spotted_wilt_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=val,domates_spotted_wilt_meyve
demo_421,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/val/domates_spotted_wilt_meyve/Kaggle_train_spot3-Copy-2-_jpg.rf.50b06564759cc27774194e2ad874b4bd.jpg,tomato__fruit,known supported disease class: domates_spotted_wilt_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=val,domates_spotted_wilt_meyve
demo_422,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/val/domates_spotted_wilt_meyve/Kaggle_train_spot9-Copy-2-_jpg.rf.c2d741049cb2c38a21adae5a6d94dd6c.jpg,tomato__fruit,known supported disease class: domates_spotted_wilt_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=val,domates_spotted_wilt_meyve
demo_423,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/continual/domates_spotted_wilt_meyve/internet_20260506_bugwood_1243053_tomato_spotted_wilt.jpg,tomato__fruit,known supported disease class: domates_spotted_wilt_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=continual,domates_spotted_wilt_meyve
demo_424,local_test_pool:data/prepared_runtime_datasets/tomato__fruit/continual/domates_spotted_wilt_meyve/internet_20260506_bugwood_5622695_tomato_spotted_wilt.jpg,tomato__fruit,known supported disease class: domates_spotted_wilt_meyve; disease answer or review expected,supported disease coverage for tomato__fruit; split=continual,domates_spotted_wilt_meyve
demo_425,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/IMG_3643__02d.jpg,tomato__leaf,known supported disease class: domates_bacterial_spot_and_speck_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_bacterial_spot_and_speck_yaprak
demo_426,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_90fb6585-1316-4fa1-ab9c-6a1873e050b5___GCREC_Bact.Sp 3208.JPG,tomato__leaf,known supported disease class: domates_bacterial_spot_and_speck_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_bacterial_spot_and_speck_yaprak
demo_427,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_931d9484-8912-49c3-bc82-d849927c9a16___GCREC_Bact.Sp 3694.JPG,tomato__leaf,known supported disease class: domates_bacterial_spot_and_speck_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_bacterial_spot_and_speck_yaprak
demo_428,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_945f1d4c-7a9f-48e0-98a5-da3e2976077a___GCREC_Bact.Sp 3368.JPG,tomato__leaf,known supported disease class: domates_bacterial_spot_and_speck_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_bacterial_spot_and_speck_yaprak
demo_429,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_974bfda6-f0ea-48a4-965e-9346c8f2f17b___GCREC_Bact.Sp 6237.JPG,tomato__leaf,known supported disease class: domates_bacterial_spot_and_speck_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_bacterial_spot_and_speck_yaprak
demo_430,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_984f7f9e-23ff-4a33-979a-5580b3fc5146___GCREC_Bact.Sp 3846.JPG,tomato__leaf,known supported disease class: domates_bacterial_spot_and_speck_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_bacterial_spot_and_speck_yaprak
demo_431,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_990802e1-42e5-4646-8051-f07027f6ca2c___GCREC_Bact.Sp 3213.JPG,tomato__leaf,known supported disease class: domates_bacterial_spot_and_speck_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_bacterial_spot_and_speck_yaprak
demo_432,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_9a124e24-d9d2-43f3-b2b9-968e4422744c___GCREC_Bact.Sp 5998.JPG,tomato__leaf,known supported disease class: domates_bacterial_spot_and_speck_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_bacterial_spot_and_speck_yaprak
demo_433,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_9c3a4307-482e-4323-9a3d-00ebadb616d2___UF.GRC_BS_Lab Leaf 0751.JPG,tomato__leaf,known supported disease class: domates_bacterial_spot_and_speck_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_bacterial_spot_and_speck_yaprak
demo_434,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_bacterial_spot_and_speck_yaprak/Kaggle_9e643ad9-f96c-4f1d-a980-2a82dc72945a___GCREC_Bact.Sp 3704.JPG,tomato__leaf,known supported disease class: domates_bacterial_spot_and_speck_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_bacterial_spot_and_speck_yaprak
demo_435,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_early_blight_yaprak/image_0073.png,tomato__leaf,known supported disease class: domates_early_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_early_blight_yaprak
demo_436,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_early_blight_yaprak/image_0121.png,tomato__leaf,known supported disease class: domates_early_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_early_blight_yaprak
demo_437,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_early_blight_yaprak/image_0169.png,tomato__leaf,known supported disease class: domates_early_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_early_blight_yaprak
demo_438,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_early_blight_yaprak/image_0217.png,tomato__leaf,known supported disease class: domates_early_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_early_blight_yaprak
demo_439,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_early_blight_yaprak/image_0265.png,tomato__leaf,known supported disease class: domates_early_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_early_blight_yaprak
demo_440,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_early_blight_yaprak/image_0313.png,tomato__leaf,known supported disease class: domates_early_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_early_blight_yaprak
demo_441,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_early_blight_yaprak/image_0361.png,tomato__leaf,known supported disease class: domates_early_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_early_blight_yaprak
demo_442,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_early_blight_yaprak/image_0409.png,tomato__leaf,known supported disease class: domates_early_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_early_blight_yaprak
demo_443,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_early_blight_yaprak/image_0457.png,tomato__leaf,known supported disease class: domates_early_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_early_blight_yaprak
demo_444,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_early_blight_yaprak/image_3f859844f1cd0a7d.jpg,tomato__leaf,known supported disease class: domates_early_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_early_blight_yaprak
demo_445,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_late_blight_yaprak/image_0009.png,tomato__leaf,known supported disease class: domates_late_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_late_blight_yaprak
demo_446,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_late_blight_yaprak/image_0033.png,tomato__leaf,known supported disease class: domates_late_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_late_blight_yaprak
demo_447,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_late_blight_yaprak/image_0065.png,tomato__leaf,known supported disease class: domates_late_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_late_blight_yaprak
demo_448,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_late_blight_yaprak/image_0097.png,tomato__leaf,known supported disease class: domates_late_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_late_blight_yaprak
demo_449,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_late_blight_yaprak/image_0121.png,tomato__leaf,known supported disease class: domates_late_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_late_blight_yaprak
demo_450,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_late_blight_yaprak/image_0145.png,tomato__leaf,known supported disease class: domates_late_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_late_blight_yaprak
demo_451,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_late_blight_yaprak/image_0177.png,tomato__leaf,known supported disease class: domates_late_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_late_blight_yaprak
demo_452,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_late_blight_yaprak/image_0201.png,tomato__leaf,known supported disease class: domates_late_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_late_blight_yaprak
demo_453,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_late_blight_yaprak/image_0225.png,tomato__leaf,known supported disease class: domates_late_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_late_blight_yaprak
demo_454,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_late_blight_yaprak/image_0249.png,tomato__leaf,known supported disease class: domates_late_blight_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_late_blight_yaprak
demo_455,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_leaf_mold_yaprak/IMG_4207__02d.jpg,tomato__leaf,known supported disease class: domates_leaf_mold_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_leaf_mold_yaprak
demo_456,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_leaf_mold_yaprak/Kaggle_a080e5aa-e54d-4e00-b09a-b896c712ea83___Crnl_L.Mold 6871.JPG,tomato__leaf,known supported disease class: domates_leaf_mold_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_leaf_mold_yaprak
demo_457,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_leaf_mold_yaprak/Kaggle_a2923cd0-fc9c-471e-a97c-b92701c17af2___Crnl_L.Mold 6682.JPG,tomato__leaf,known supported disease class: domates_leaf_mold_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_leaf_mold_yaprak
demo_458,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_leaf_mold_yaprak/Kaggle_a538806f-f606-439e-8e1a-5c7731f5b76f___Crnl_L.Mold 7015.JPG,tomato__leaf,known supported disease class: domates_leaf_mold_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_leaf_mold_yaprak
demo_459,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_leaf_mold_yaprak/Kaggle_a7aba5e4-a78a-459a-9caa-77f0f98ef2d5___Crnl_L.Mold 9012_flipTB.JPG,tomato__leaf,known supported disease class: domates_leaf_mold_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_leaf_mold_yaprak
demo_460,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_leaf_mold_yaprak/Kaggle_a99fee24-87a5-4945-878c-5d16240e27bd___Crnl_L.Mold 9133.JPG,tomato__leaf,known supported disease class: domates_leaf_mold_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_leaf_mold_yaprak
demo_461,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_leaf_mold_yaprak/Kaggle_acfa0062-84e4-4b59-a886-6ff31a81230f___Crnl_L.Mold 7007_flipTB.JPG,tomato__leaf,known supported disease class: domates_leaf_mold_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_leaf_mold_yaprak
demo_462,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_leaf_mold_yaprak/Kaggle_aeec2942-315c-4297-90a2-4dc24f491a5c___Crnl_L.Mold 6925.JPG,tomato__leaf,known supported disease class: domates_leaf_mold_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_leaf_mold_yaprak
demo_463,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_leaf_mold_yaprak/Kaggle_b07afdfc-feee-4d5a-9504-7c0c6ae773a0___Crnl_L.Mold 9048_flipTB.JPG,tomato__leaf,known supported disease class: domates_leaf_mold_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_leaf_mold_yaprak
demo_464,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_leaf_mold_yaprak/Kaggle_b26fc8e6-5d9f-4b96-b02b-f048c4b9e05a___Crnl_L.Mold 6735.JPG,tomato__leaf,known supported disease class: domates_leaf_mold_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_leaf_mold_yaprak
demo_465,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_mosaic_virüs_yaprak/Kaggle_006e354b-c054-4b72-a83c-e3feb038942e___PSU_CG 2330_180deg.JPG,tomato__leaf,known supported disease class: domates_mosaic_virüs_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_mosaic_virüs_yaprak
demo_466,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_mosaic_virüs_yaprak/Kaggle_847307bc-58ab-45fc-8001-f1e07a38bc82___PSU_CG 2065_180deg.JPG,tomato__leaf,known supported disease class: domates_mosaic_virüs_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_mosaic_virüs_yaprak
demo_467,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_mosaic_virüs_yaprak/Kaggle_86965ac5-b790-4218-a3c6-216d10da5211___PSU_CG 2066_90deg.JPG,tomato__leaf,known supported disease class: domates_mosaic_virüs_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_mosaic_virüs_yaprak
demo_468,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_mosaic_virüs_yaprak/Kaggle_897f830b-569c-46e0-8c27-1b82504ae77f___PSU_CG 2113.JPG,tomato__leaf,known supported disease class: domates_mosaic_virüs_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_mosaic_virüs_yaprak
demo_469,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_mosaic_virüs_yaprak/Kaggle_89bc4fcf-1c6c-4285-84b5-564fd657e150___PSU_CG 2419_new30degFlipLR.JPG,tomato__leaf,known supported disease class: domates_mosaic_virüs_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_mosaic_virüs_yaprak
demo_470,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_mosaic_virüs_yaprak/Kaggle_8a01c89e-3a9f-465a-ac47-79cc99f5ffaa___PSU_CG 2329_270deg.JPG,tomato__leaf,known supported disease class: domates_mosaic_virüs_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_mosaic_virüs_yaprak
demo_471,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_mosaic_virüs_yaprak/Kaggle_8af472ce-108f-4478-807f-cdf8f4cbdceb___PSU_CG 2218_270deg.JPG,tomato__leaf,known supported disease class: domates_mosaic_virüs_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_mosaic_virüs_yaprak
demo_472,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_mosaic_virüs_yaprak/Kaggle_8bfa3082-1cd3-4520-b8cc-2fae871dbc55___PSU_CG 2239_90deg.JPG,tomato__leaf,known supported disease class: domates_mosaic_virüs_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_mosaic_virüs_yaprak
demo_473,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_mosaic_virüs_yaprak/Kaggle_8d37ec47-c16b-4d56-a19e-0cf49690a30a___PSU_CG 2197_newPixel25.JPG,tomato__leaf,known supported disease class: domates_mosaic_virüs_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_mosaic_virüs_yaprak
demo_474,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_mosaic_virüs_yaprak/Kaggle_932959d9-826b-465f-82d7-8b419d2ad040___PSU_CG 2187_180deg.JPG,tomato__leaf,known supported disease class: domates_mosaic_virüs_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_mosaic_virüs_yaprak
demo_475,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_powdery_mildew_yaprak/IMG_1030_3.jpg,tomato__leaf,known supported disease class: domates_powdery_mildew_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_powdery_mildew_yaprak
demo_476,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_powdery_mildew_yaprak/Kaggle_pm107.jpg,tomato__leaf,known supported disease class: domates_powdery_mildew_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_powdery_mildew_yaprak
demo_477,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_powdery_mildew_yaprak/Kaggle_pm117.jpg,tomato__leaf,known supported disease class: domates_powdery_mildew_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_powdery_mildew_yaprak
demo_478,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_powdery_mildew_yaprak/Kaggle_pm133.jpg,tomato__leaf,known supported disease class: domates_powdery_mildew_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_powdery_mildew_yaprak
demo_479,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_powdery_mildew_yaprak/Kaggle_pm17.jpg,tomato__leaf,known supported disease class: domates_powdery_mildew_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_powdery_mildew_yaprak
demo_480,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_powdery_mildew_yaprak/Kaggle_pm22.JPG,tomato__leaf,known supported disease class: domates_powdery_mildew_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_powdery_mildew_yaprak
demo_481,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_powdery_mildew_yaprak/Kaggle_pm39.jpg,tomato__leaf,known supported disease class: domates_powdery_mildew_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_powdery_mildew_yaprak
demo_482,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_powdery_mildew_yaprak/Kaggle_pm82.JPG,tomato__leaf,known supported disease class: domates_powdery_mildew_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_powdery_mildew_yaprak
demo_483,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_powdery_mildew_yaprak/pm1.jpg,tomato__leaf,known supported disease class: domates_powdery_mildew_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_powdery_mildew_yaprak
demo_484,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_powdery_mildew_yaprak/pm102_change_90.jpg,tomato__leaf,known supported disease class: domates_powdery_mildew_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_powdery_mildew_yaprak
demo_485,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_septoria_leaf_spot_yaprak/Kaggle_015c2613-fb1c-4f31-88f1-c7e5be9ddc97___JR_Sept.L.S 8431.JPG,tomato__leaf,known supported disease class: domates_septoria_leaf_spot_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_septoria_leaf_spot_yaprak
demo_486,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_septoria_leaf_spot_yaprak/Kaggle_a05152d0-46be-4016-b398-8c3edd794070___Matt.S_CG 6848.JPG,tomato__leaf,known supported disease class: domates_septoria_leaf_spot_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_septoria_leaf_spot_yaprak
demo_487,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_septoria_leaf_spot_yaprak/Kaggle_a4467299-5237-45f5-bb9b-9fd69f7a2b1a___Matt.S_CG 7719.JPG,tomato__leaf,known supported disease class: domates_septoria_leaf_spot_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_septoria_leaf_spot_yaprak
demo_488,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_septoria_leaf_spot_yaprak/Kaggle_a63b93a4-167f-4544-9a84-1e0d05bf35f6___Matt.S_CG 7623.JPG,tomato__leaf,known supported disease class: domates_septoria_leaf_spot_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_septoria_leaf_spot_yaprak
demo_489,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_septoria_leaf_spot_yaprak/Kaggle_a7c57992-340e-47f6-9ed4-31a0df3490e8___JR_Sept.L.S 2715.JPG,tomato__leaf,known supported disease class: domates_septoria_leaf_spot_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_septoria_leaf_spot_yaprak
demo_490,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_septoria_leaf_spot_yaprak/Kaggle_a9029aef-c4b6-4ab9-ad68-41f7b1b3ddda___Matt.S_CG 7754.JPG,tomato__leaf,known supported disease class: domates_septoria_leaf_spot_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_septoria_leaf_spot_yaprak
demo_491,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_septoria_leaf_spot_yaprak/Kaggle_ab782c5e-dfe5-40ff-96ab-a3216bdeff42___JR_Sept.L.S 8383.JPG,tomato__leaf,known supported disease class: domates_septoria_leaf_spot_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_septoria_leaf_spot_yaprak
demo_492,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_septoria_leaf_spot_yaprak/Kaggle_adb55578-5e78-4544-8415-baa2960871c4___Keller.St_CG 2026.JPG,tomato__leaf,known supported disease class: domates_septoria_leaf_spot_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_septoria_leaf_spot_yaprak
demo_493,local_test_pool:data/prepared_runtime_datasets/tomato__leaf/test/domates_septoria_leaf_spot_yaprak/Kaggle_af99c5cd-5368-4d0e-9a34-daa6ec616d80___Matt.S_CG 6120.JPG,tomato__leaf,known supported disease class: domates_septoria_leaf_spot_yaprak; disease answer or review expected,supported disease coverage for tomato__leaf; split=test,domates_septoria_leaf_spot_yaprak
